ts,open,high,low,close,volume
2020-09-03 13:45:00+00:00,1.18379,1.18479,1.1836,1.18438,11525.480000000078
2020-09-03 14:00:00+00:00,1.18439,1.18487,1.18372,1.18393,13211.580000000115
2020-09-03 14:15:00+00:00,1.18391,1.18398,1.18242,1.18366,17342.09000000014
2020-09-03 14:30:00+00:00,1.18367,1.18468,1.18351,1.18446,14965.690000000288
2020-09-03 14:45:00+00:00,1.18445,1.18473,1.18291,1.18374,32787.46999999861
2020-09-03 15:00:00+00:00,1.18373,1.184,1.1828,1.18308,21425.959999999915
2020-09-03 15:15:00+00:00,1.18309,1.18312,1.18109,1.18227,43147.13999999951
2020-09-03 15:30:00+00:00,1.18229,1.18278,1.18207,1.18239,14890.520000000339
2020-09-03 15:45:00+00:00,1.18241,1.18318,1.182,1.18298,24321.97999999998
2020-09-03 16:00:00+00:00,1.18296,1.18406,1.18258,1.18399,13902.070000000103
2020-09-03 16:15:00+00:00,1.18398,1.18436,1.18354,1.18412,15378.660000000069
2020-09-03 16:30:00+00:00,1.18413,1.18441,1.18372,1.18397,11432.760000000091
2020-09-03 16:45:00+00:00,1.18398,1.18403,1.18323,1.18332,12425.260000000004
2020-09-03 17:00:00+00:00,1.18333,1.18378,1.18319,1.18371,12476.459999999946
2020-09-03 17:15:00+00:00,1.1837,1.1845,1.18337,1.1843,10215.080000000042
2020-09-03 17:30:00+00:00,1.18428,1.18447,1.18382,1.18392,12036.840000000027
2020-09-03 17:45:00+00:00,1.18393,1.18476,1.18393,1.18474,10510.940000000048
2020-09-03 18:00:00+00:00,1.18473,1.18561,1.18465,1.18517,9774.610000000084
2020-09-03 18:15:00+00:00,1.18516,1.18553,1.18505,1.18528,5766.210000000074
2020-09-03 18:30:00+00:00,1.18528,1.18594,1.18523,1.18531,6487.300000000041
2020-09-03 18:45:00+00:00,1.18531,1.1859,1.18531,1.18566,8178.25000000005
2020-09-03 19:00:00+00:00,1.18566,1.18646,1.18551,1.18565,9898.79000000005
2020-09-03 19:15:00+00:00,1.18566,1.18566,1.18491,1.18491,10006.030000000028
2020-09-03 19:30:00+00:00,1.18491,1.18546,1.18475,1.18546,11189.59
2020-09-03 19:45:00+00:00,1.18545,1.18577,1.18503,1.18563,9309.199999999972
2020-09-03 20:00:00+00:00,1.18562,1.1859,1.18541,1.18541,2991.5599999999918
2020-09-03 20:15:00+00:00,1.18542,1.18569,1.18534,1.18559,1625.6400000000033
2020-09-03 20:30:00+00:00,1.18558,1.18564,1.18517,1.18523,1762.0399999999936
2020-09-03 20:45:00+00:00,1.18523,1.18526,1.18505,1.18512,618.939999999999
2020-09-03 21:00:00+00:00,1.18513,1.18513,1.18497,1.18499,111.94999999999996
2020-09-03 21:15:00+00:00,1.18497,1.18511,1.18497,1.18504,140.54999999999995
2020-09-03 21:30:00+00:00,1.18506,1.18513,1.18475,1.18512,191.53000000000011
2020-09-03 21:45:00+00:00,1.18512,1.18513,1.18483,1.185,298.62000000000035
2020-09-03 22:00:00+00:00,1.18499,1.18511,1.18475,1.18476,1444.9004999999959
2020-09-03 22:15:00+00:00,1.18475,1.18478,1.18456,1.18463,2391.3799999999997
2020-09-03 22:30:00+00:00,1.18465,1.18483,1.18442,1.18451,3136.7300000000005
2020-09-03 22:45:00+00:00,1.1845,1.18463,1.18448,1.18461,2338.4700000000003
2020-09-03 23:00:00+00:00,1.18462,1.18506,1.18444,1.18444,3114.270000000004
2020-09-03 23:15:00+00:00,1.18445,1.18458,1.1841,1.18441,3652.5299999999934
2020-09-03 23:30:00+00:00,1.18441,1.18443,1.18411,1.18423,3579.4800000000027
2020-09-03 23:45:00+00:00,1.18423,1.18424,1.18388,1.18412,2224.730000000007
2020-09-04 00:00:00+00:00,1.18413,1.18486,1.18413,1.18476,6096.350000000032
2020-09-04 00:15:00+00:00,1.18475,1.18502,1.18465,1.18472,7261.050000000058
2020-09-04 00:30:00+00:00,1.18473,1.18538,1.18468,1.18538,8027.340000000097
2020-09-04 00:45:00+00:00,1.18537,1.18578,1.18524,1.18526,8736.42000000005
2020-09-04 01:00:00+00:00,1.18527,1.1858,1.1851,1.1852,8146.870000000085
2020-09-04 01:15:00+00:00,1.18522,1.1854,1.18485,1.18516,8005.910000000057
2020-09-04 01:30:00+00:00,1.18517,1.18529,1.18459,1.18507,7598.520000000074
2020-09-04 01:45:00+00:00,1.18509,1.1854,1.185,1.18523,4740.259999999996
2020-09-04 02:00:00+00:00,1.18523,1.18556,1.18492,1.18552,9414.42000000005
2020-09-04 02:15:00+00:00,1.18554,1.1857,1.18516,1.18531,9294.529999999986
2020-09-04 02:30:00+00:00,1.18531,1.18537,1.18485,1.18495,5833.680000000044
2020-09-04 02:45:00+00:00,1.18497,1.18501,1.18408,1.18411,6932.260000000071
2020-09-04 03:00:00+00:00,1.18411,1.18466,1.18406,1.18462,5626.770000000021
2020-09-04 03:15:00+00:00,1.18461,1.18499,1.1845,1.18473,6041.230000000034
2020-09-04 03:30:00+00:00,1.18473,1.18476,1.18442,1.18456,4185.239999999993
2020-09-04 03:45:00+00:00,1.18457,1.18484,1.18454,1.18477,3903.459999999991
2020-09-04 04:00:00+00:00,1.18477,1.18492,1.18447,1.18491,3419.6399999999994
2020-09-04 04:15:00+00:00,1.1849,1.18522,1.1848,1.18514,4121.280000000001
2020-09-04 04:30:00+00:00,1.18514,1.18533,1.18484,1.18484,3987.1299999999837
2020-09-04 04:45:00+00:00,1.18486,1.18521,1.18482,1.18516,6155.720000000047
2020-09-04 05:00:00+00:00,1.18515,1.18517,1.1848,1.18506,4983.610000000007
2020-09-04 05:15:00+00:00,1.18505,1.18508,1.18464,1.18466,4967.010000000018
2020-09-04 05:30:00+00:00,1.18466,1.18496,1.18442,1.18483,5851.740000000035
2020-09-04 05:45:00+00:00,1.18484,1.18523,1.18466,1.18518,4998.580000000011
2020-09-04 06:00:00+00:00,1.18515,1.18528,1.18462,1.18474,9495.710000000057
2020-09-04 06:15:00+00:00,1.18475,1.18482,1.18402,1.18428,9900.290000000008
2020-09-04 06:30:00+00:00,1.1843,1.18437,1.18375,1.18406,11942.459999999954
2020-09-04 06:45:00+00:00,1.18404,1.18425,1.18347,1.18366,11014.62000000007
2020-09-04 07:00:00+00:00,1.18366,1.18424,1.18333,1.18403,13416.570000000036
2020-09-04 07:15:00+00:00,1.18404,1.18473,1.18399,1.1842,14206.660000000036
2020-09-04 07:30:00+00:00,1.1842,1.1854,1.18367,1.1838,13236.780000000113
2020-09-04 07:45:00+00:00,1.1838,1.18482,1.1838,1.184,12684.93000000003
2020-09-04 08:00:00+00:00,1.18399,1.18448,1.18387,1.18446,7415.6799999999785
2020-09-04 08:15:00+00:00,1.18447,1.18503,1.18411,1.18428,9243.979999999925
2020-09-04 08:30:00+00:00,1.18429,1.18538,1.18391,1.18534,11834.439999999979
2020-09-04 08:45:00+00:00,1.18534,1.18654,1.1853,1.18591,10906.309999999903
2020-09-04 09:00:00+00:00,1.18592,1.18628,1.1856,1.1857,13020.230000000069
2020-09-04 09:15:00+00:00,1.1857,1.18597,1.18504,1.18534,14502.41000000016
2020-09-04 09:30:00+00:00,1.18535,1.1854,1.18445,1.18473,7012.190000000057
2020-09-04 09:45:00+00:00,1.18473,1.18532,1.18465,1.18526,7514.0999999999785
2020-09-04 10:00:00+00:00,1.18525,1.1859,1.18471,1.18559,9888.220000000061
2020-09-04 10:15:00+00:00,1.18559,1.18562,1.18468,1.18491,9350.210000000057
2020-09-04 10:30:00+00:00,1.18491,1.18499,1.18442,1.18452,7735.8799999999155
2020-09-04 10:45:00+00:00,1.18453,1.18503,1.18422,1.18471,8630.58999999999
2020-09-04 11:00:00+00:00,1.18471,1.1853,1.18442,1.18466,10304.930000000079
2020-09-04 11:15:00+00:00,1.18466,1.18549,1.18462,1.18506,11017.900000000029
2020-09-04 11:30:00+00:00,1.18506,1.1851,1.18397,1.18426,10826.230000000072
2020-09-04 11:45:00+00:00,1.18424,1.18528,1.18407,1.18431,13905.640000000167
2020-09-04 12:00:00+00:00,1.18432,1.18455,1.18399,1.18415,19450.229999999978
2020-09-04 12:15:00+00:00,1.18415,1.18533,1.18382,1.18456,14450.160000000302
2020-09-04 12:30:00+00:00,1.18458,1.18547,1.18139,1.18337,35785.890000000145
2020-09-04 12:45:00+00:00,1.18336,1.18388,1.18018,1.18114,21768.339999999866
2020-09-04 13:00:00+00:00,1.18112,1.18141,1.18016,1.18093,20769.169999999907
2020-09-04 13:15:00+00:00,1.18093,1.18115,1.18005,1.18023,14675.450000000244
2020-09-04 13:30:00+00:00,1.18024,1.18137,1.17965,1.18027,20341.53000000009
2020-09-04 13:45:00+00:00,1.18027,1.18049,1.17903,1.17988,18091.459999999763
2020-09-04 14:00:00+00:00,1.17987,1.17996,1.1786,1.17912,20842.55000000001
2020-09-04 14:15:00+00:00,1.17911,1.18066,1.17878,1.17979,34781.0899999993
2020-09-04 14:30:00+00:00,1.17982,1.18051,1.17912,1.17938,35748.679999999295
2020-09-04 14:45:00+00:00,1.17937,1.18025,1.17931,1.17972,27357.929999999797
2020-09-04 15:00:00+00:00,1.17971,1.17999,1.17809,1.1792,17424.69000000047
2020-09-04 15:15:00+00:00,1.17919,1.17975,1.17908,1.17947,20040.57000000001
2020-09-04 15:30:00+00:00,1.17948,1.18142,1.1793,1.18092,17425.480000000272
2020-09-04 15:45:00+00:00,1.18092,1.18213,1.18064,1.182,13502.249999999998
2020-09-04 16:00:00+00:00,1.182,1.18241,1.1816,1.18195,11988.280000000017
2020-09-04 16:15:00+00:00,1.18196,1.18341,1.18173,1.18302,12196.080000000058
2020-09-04 16:30:00+00:00,1.183,1.18346,1.18284,1.18317,10248.909999999993
2020-09-04 16:45:00+00:00,1.18317,1.18363,1.1827,1.1835,7056.620000000028
2020-09-04 17:00:00+00:00,1.18349,1.18406,1.18321,1.18371,7555.76999999998
2020-09-04 17:15:00+00:00,1.18372,1.18442,1.18364,1.18403,9936.560000000141
